data.bams..SRR1029151.alignments_sorted_subsampled.bam	data.bams..SRR1029152.alignments_sorted_subsampled.bam	data.bams..SRR1029153.alignments_sorted_subsampled.bam	data.bams..SRR1029156.alignments_sorted_subsampled.bam	data.bams..SRR1029157.alignments_sorted_subsampled.bam	data.bams..SRR1029158.alignments_sorted_subsampled.bam
YLR112W	2	5	3	3	2	1
YLR113W	55	65	64	29	32	45
tR(ACG)L	0	0	0	0	0	0
YLR114C	59	64	68	50	61	73
YLR115W	34	34	33	24	26	38
YLR116W	16	23	22	11	13	24
YLR117C	24	29	24	27	35	37
YLR118C	14	11	14	15	17	21
YLR119W	6	11	4	9	9	15
YLR120C	31	48	41	27	34	55
YLR120W-A	2	0	1	1	0	1
YLR121C	35	29	28	17	14	25
YLR122C	0	4	1	0	1	0
YLR123C	2	1	0	0	1	0
YLR124W	0	1	1	2	2	3
YLR125W	4	1	1	4	5	7
YLR126C	16	21	15	11	17	21
YLR127C	23	12	14	18	22	20
YLR128W	15	10	11	9	11	22
YLR129W	23	35	19	24	16	33
YLR130C	19	23	24	19	15	27
YLR131C	11	29	30	49	27	28
YLR132C	15	18	12	15	19	21
YLR133W	30	50	43	29	27	27
YLR134W	15	31	19	14	11	20
YLR135W	27	25	25	21	23	29
YLR136C	1	2	2	2	4	6
YLR137W	8	9	6	11	8	12
YLR138W	52	65	49	44	53	72
YLR139C	14	14	25	4	5	10
YLR140W	1	1	0	0	1	1
YLR141W	12	13	8	18	16	18
YLR142W	65	66	97	50	67	85
tD(GUC)L1	0	0	0	0	0	0
YLR143W	22	21	18	10	10	19
YLR144C	13	15	25	24	12	28
YLR145W	8	18	8	7	14	15
YLR146C	14	17	9	4	2	7
YLR146W-A	2	4	4	5	1	3
YLR147C	6	11	9	13	6	5
YLR148W	43	44	32	31	35	52
YLR149C	27	39	41	66	96	102
YLR149C-A	0	4	3	7	1	3
YLR150W	57	67	64	64	61	81
YLR151C	22	21	16	33	30	40
YLR152C	21	51	48	39	49	58
YLR153C	124	161	148	108	116	137
YLR154C	8	15	6	8	10	15
tQ(UUG)L	0	0	0	0	0	1
RDN25-1	0	0	0	0	0	0
RDN37-1	0	0	0	0	0	0
YLR154W-A	0	0	0	0	0	0
YLR154W-B	0	0	0	0	0	0
YLR154W-C	0	0	0	0	0	0
RDN58-1	0	0	0	0	0	0
YLR154W-E	1	1	0	0	0	1
YLR154W-F	0	0	0	0	1	0
RDN18-1	0	0	0	0	0	0
RDN5-1	0	2	2	0	1	2
RDN37-2	0	0	0	0	0	0
RDN25-2	0	0	0	0	0	0
YLR154C-G	0	0	0	0	0	0
RDN58-2	0	0	0	0	0	0
RDN18-2	0	0	0	0	0	0
RDN5-2	0	0	0	0	0	0
YLR154C-H	0	0	0	0	0	0
YLR155C	0	0	0	0	0	0
YLR156W	0	0	0	0	0	0
RDN5-3	0	0	0	0	0	0
YLR156C-A	0	0	0	0	0	0
YLR157C	0	0	0	0	0	0
YLR157W-D	0	0	0	0	0	0
YLR157C-B	0	0	0	0	0	0
YLR157C-A	0	0	0	0	0	0
YLR157W-E	0	0	0	0	0	0
RDN5-4	0	0	0	0	0	0
YLR157C-C	0	0	0	0	0	0
YLR158C	0	0	0	0	0	0
YLR159W	0	0	0	0	0	0
RDN5-5	0	0	0	0	0	0
YLR159C-A	0	0	0	0	0	0
YLR160C	0	0	0	0	0	0
YLR161W	0	0	0	0	0	0
RDN5-6	0	0	0	0	0	0
YLR162W	0	0	0	0	1	0
YLR162W-A	0	0	0	1	1	0
YLR163C	46	46	54	32	30	26
YLR163W-A	0	0	0	0	0	0
YLR164W	1	4	2	15	18	40
YLR165C	8	18	11	13	10	13
YLR166C	44	49	32	30	32	55
YLR167W	37	44	38	41	40	42
YLR168C	47	48	55	27	20	22
YLR169W	7	7	8	1	1	10
YLR170C	0	0	0	0	0	0
YLR171W	0	0	0	0	0	0
YLR172C	19	29	25	16	19	28
YLR173W	18	38	24	16	17	34
YLR174W	68	87	90	100	109	98
YLR175W	50	60	35	30	31	56
YLR176C	10	16	9	7	1	11
YLR177W	30	22	35	19	28	40
YLR178C	21	25	29	35	42	40
YLR179C	21	34	38	13	22	30
YLR180W	64	64	74	30	27	43
YLR181C	29	35	22	22	38	36
YLR182W	46	47	45	45	43	43
YLR183C	45	36	28	9	10	15
YLR184W	1	0	0	0	0	0
YLR185W	13	24	15	13	11	17
YLR186W	21	23	14	17	11	17
YLR187W	17	18	18	6	10	11
YLR188W	40	43	45	33	33	50
YLR189C	59	77	46	66	80	86
YLR190W	33	46	48	54	37	43
YLR191W	21	32	21	19	19	30
YLR192C	56	43	33	39	26	63
YLR193C	16	19	16	27	16	39
YLR194C	23	19	28	38	40	40
YLR195C	34	48	36	29	18	30
YLR196W	18	34	27	19	9	32
YLR197W	53	40	34	30	15	39
YLR198C	0	0	0	0	1	0
YLR199C	27	31	27	20	36	26
YLR200W	13	15	11	6	12	22
YLR201C	17	15	21	23	18	30
YLR202C	1	2	0	1	0	1
YLR203C	33	54	62	39	24	36
YLR204W	22	29	22	19	18	25
YLR205C	11	15	26	64	42	31
YLR206W	47	71	77	80	61	71
YLR207W	30	24	24	19	15	24
YLR208W	37	48	61	60	48	57
YLR209C	21	31	26	19	23	15
YLR210W	23	28	20	13	11	19
YLR211C	10	16	11	18	16	24
YLR212C	19	38	24	21	18	24
YLR213C	2	7	2	5	5	7
YLR214W	10	18	18	14	10	18
YLR215C	11	10	18	13	10	22
YLR216C	47	41	38	57	64	77
YLR217W	0	0	0	0	0	0
YLR218C	10	10	9	12	13	12
YLR219W	20	49	45	61	50	92
YLR220W	28	55	47	61	53	58
YLR221C	15	16	12	14	12	21
YLR222C	24	27	19	16	11	19
YLR222C-A	0	0	0	1	0	0
YLR223C	22	30	25	19	26	32
YLR224W	22	23	22	10	17	20
YLR225C	40	29	25	23	25	27
YLR226W	14	12	20	10	8	15
YLR227C	18	18	14	28	11	26
tL(UAG)L1	1	2	1	1	4	3
YLR227W-B	6	6	5	2	3	3
YLR227W-A	0	0	0	0	0	0
YLR228C	20	36	27	33	26	56
YLR229C	16	25	20	14	15	24
YLR230W	6	8	3	5	6	2
tI(UAU)L	0	0	0	0	1	0
YLR231C	28	39	33	39	35	54
YLR232W	1	0	0	0	1	0
YLR233C	23	24	20	19	22	25
YLR234W	9	10	9	6	2	9
YLR235C	0	0	0	0	0	0
YLR236C	2	1	1	1	3	3
YLR237W	106	116	111	98	119	149
YLR238W	16	22	17	11	14	19
YLR239C	20	32	24	13	13	20
YLR240W	30	24	37	36	27	35
YLR241W	52	49	59	56	59	71
YLR242C	7	6	16	9	6	11
YLR243W	11	21	9	9	10	23
YLR244C	33	46	29	29	19	32
YLR245C	3	2	4	5	4	5
YLR246W	16	14	15	12	21	23
tL(CAA)L	1	1	0	0	0	0
YLR247C	58	67	50	56	56	73
YLR248W	50	54	58	53	66	89
YLR249W	254	249	221	130	126	189
YLR250W	27	17	25	23	25	37
YLR251W	11	11	5	20	30	20
YLR252W	4	8	1	4	7	10
YLR253W	65	79	64	24	26	48
YLR254C	17	14	6	17	27	31
YLR255C	0	0	0	1	0	0
YLR256W	65	54	48	77	78	112
YLR256W-A	0	0	1	0	0	1
tA(AGC)L	0	0	0	0	0	0
YLR257W	56	54	46	45	38	74
YLR258W	30	26	30	54	68	106
YLR259C	151	171	154	124	113	148
YLR260W	20	32	28	29	28	33
YLR261C	0	0	0	0	0	0
YLR262C	7	6	4	8	6	14
YLR262C-A	10	17	18	14	20	14
YLR263W	11	25	16	7	7	16
YLR264W	9	19	7	17	11	23
YLR264C-A	5	11	6	7	2	8
YLR265C	14	12	9	16	19	22
YLR266C	30	28	27	26	19	37
YLR267W	13	16	12	11	26	29
YLR268W	31	32	12	15	19	37
YLR269C	3	2	2	3	2	2
YLR270W	21	33	42	47	47	60
YLR271W	9	16	16	11	13	21
YLR272C	36	54	39	23	18	26
tV(AAC)L	0	0	0	0	0	0
YLR273C	19	25	19	37	58	51
YLR274W	46	45	36	62	68	96
YLR275W	6	14	9	6	9	9
YLR276C	34	42	22	21	29	42
YLR277C	19	25	24	23	15	25
YLR278C	49	56	50	42	37	49
YLR279W	1	8	2	8	3	1
YLR280C	0	0	0	0	0	0
YLR281C	2	0	1	1	2	2
YLR282C	0	0	0	0	0	1
YLR283W	12	10	9	8	5	14
YLR284C	7	12	3	52	71	61
YLR285W	21	17	9	9	16	17
YLR285C-A	1	3	0	2	5	3
YLR286C	71	58	66	64	133	149
YLR286W-A	0	0	0	0	0	0
YLR287C	25	25	11	21	24	24
YLR287C-A	10	13	12	18	18	18
YLR288C	28	26	24	28	28	38
YLR289W	37	36	30	18	10	18
YLR290C	18	17	18	19	28	35
YLR291C	27	30	24	16	12	27
YLR292C	23	17	15	19	19	33
YLR293C	37	49	39	20	33	43
YLR294C	9	15	9	13	12	10
YLR295C	21	26	17	27	23	31
YLR296W	2	0	2	0	0	0
YLR297W	8	8	9	15	19	27
YLR298C	8	11	19	20	17	16
YLR299W	34	49	38	36	40	62
YLR299C-A	0	0	0	0	0	0
YLR300W	100	104	106	82	96	89
YLR301W	27	31	28	22	26	45
tL(UAG)L2	0	0	0	0	0	0
YLR302C	1	0	0	2	2	1
YLR303W	129	125	150	99	113	123
tI(AAU)L1	0	0	0	0	0	0
YLR304C	221	229	189	183	171	179
YLR305C	71	70	40	45	47	63
YLR306W	7	9	8	5	9	12
YLR307W	12	12	7	6	14	20
YLR307C-A	8	9	12	16	18	29
YLR308W	0	0	0	3	1	1
YLR309C	67	70	47	47	62	76
YLR310C	93	90	79	100	82	131
YLR311C	2	5	4	4	11	15
YLR312C	17	20	24	59	58	77
YLR312W-A	54	37	34	19	14	20
YLR313C	25	16	16	12	14	13
YLR314C	72	68	75	44	38	49
YLR315W	4	5	3	6	2	4
YLR316C	5	9	10	8	11	9
YLR317W	0	0	0	0	0	0
YLR318W	16	14	5	13	11	16
YLR319C	26	32	36	16	16	31
YLR320W	25	25	16	9	21	29
YLR321C	16	24	25	10	11	15
YLR322W	0	0	0	0	0	1
YLR323C	11	10	10	8	9	20
YLR324W	34	31	43	29	42	67
YLR325C	19	19	18	26	18	24
YLR326W	20	32	11	11	14	14
YLR327C	33	28	36	34	45	34
tS(GCU)L	0	0	0	1	0	0
YLR328W	15	28	31	19	19	18
YLR329W	4	4	3	6	2	3
YLR330W	79	96	73	76	65	94
YLR331C	0	0	1	0	0	0
YLR332W	30	34	31	12	13	7
tD(GUC)L2	0	0	0	0	0	0
snR61	2	2	0	1	1	3
snR55	0	0	0	1	1	0
snR57	1	0	0	0	0	1
YLR333C	25	36	21	14	14	23
YLR334C	1	4	0	1	0	2
tE(UUC)L	0	0	0	0	0	0
YLR335W	59	62	58	54	45	47
YLR336C	41	29	23	26	25	36
YLR337C	23	40	38	20	24	43
YLR338W	0	1	0	0	0	0
YLR339C	0	1	0	0	0	0
YLR340W	40	41	37	19	30	39
YLR341W	2	6	1	0	3	1
YLR342W	218	228	153	54	74	79
YLR342W-A	0	3	1	0	0	1
YLR343W	3	2	3	6	4	6
tR(CCG)L	0	0	0	0	0	0
YLR344W	24	30	13	30	24	35
YLR345W	45	42	55	79	84	89
YLR346C	3	4	1	5	10	10
YLR347C	52	56	48	36	50	57
YLR347W-A	0	0	0	0	0	0
YLR348C	8	21	13	36	37	37
YLR349W	0	1	0	1	0	0
YLR350W	18	28	31	23	33	37
YLR351C	40	39	36	29	30	42
YLR352W	23	26	21	39	29	37
YLR353W	19	29	35	24	20	30
YLR354C	73	90	106	80	86	77
YLR355C	102	93	123	87	90	109
YLR356W	16	13	21	28	40	48
YLR357W	23	32	23	14	16	23
YLR358C	1	1	1	0	0	1
YLR359W	100	93	77	57	60	72
YLR360W	16	20	11	22	21	21
YLR361C	13	28	30	17	23	30
YLR361C-A	4	7	11	8	8	13
YLR362W	22	30	27	36	42	48
YLR363C	13	12	11	10	6	14
YLR363W-A	6	9	5	3	2	5
YLR364W	12	14	12	6	7	7
YLR365W	0	0	0	0	1	1
YLR364C-A	0	0	0	0	0	0
YLR366W	0	0	4	0	0	0
YLR367W	26	34	23	23	24	32
snR44	0	0	0	0	1	3
YLR368W	27	31	26	14	12	19
YLR369W	41	39	36	30	38	43
YLR370C	28	28	27	36	20	32
YLR371W	44	44	43	44	38	66
YLR372W	80	71	49	22	18	38
YLR373C	57	70	48	48	29	53
YLR374C	0	0	0	0	0	2
YLR375W	28	24	26	24	12	32
YLR376C	15	10	14	6	11	7
YLR377C	8	10	28	27	34	20
tK(UUU)L	0	0	0	0	1	0
YLR378C	59	51	52	52	34	57
YLR379W	7	5	4	0	3	4
YLR380W	37	30	25	20	23	25
YLR381W	20	30	22	10	14	21
YLR382C	51	72	65	27	19	31
YLR383W	34	44	23	15	19	31
YLR384C	62	79	59	46	56	90
YLR385C	3	1	1	1	1	2
YLR386W	33	36	34	27	21	30
YLR387C	32	49	39	38	34	61
YLR388W	7	14	11	9	8	13
snR34	0	0	0	0	0	1
YLR389C	57	56	37	30	27	41
YLR390W	8	22	11	5	4	4
YLR390W-A	47	67	60	46	55	57
YLR392C	20	33	19	29	27	38
YLR393W	9	21	9	6	0	3
YLR394W	24	25	21	3	2	8
YLR395C	24	24	24	22	21	29
YLR396C	32	36	16	31	15	36
YLR397C	27	34	15	19	12	28
YLR398C	56	47	50	44	19	40
YLR399C	49	56	63	72	64	107
YLR399W-A	0	0	0	0	0	0
YLR400W	0	2	1	1	0	1
YLR401C	28	23	10	8	5	16
YLR402W	2	2	1	2	1	1
YLR403W	44	52	42	38	29	34
YLR404W	14	10	12	8	16	11
YLR405W	14	13	15	14	6	14
YLR406C	30	36	26	28	22	26
YLR406C-A	0	0	0	0	0	0
YLR407W	22	21	16	22	16	24
YLR408C	6	2	5	3	3	9
YLR409C	39	42	24	30	17	38
YLR410W	47	39	31	53	46	48
YLR410W-B	0	0	0	0	0	0
YLR410W-A	0	0	0	0	0	0
YLR411W	3	2	5	2	2	5
YLR412W	17	14	10	6	10	17
YLR412C-A	1	0	1	0	0	0
YLR413W	23	13	9	2	4	8
YLR414C	37	35	33	29	36	37
YLR415C	0	0	0	0	0	1
YLR416C	0	0	0	0	0	0
YLR417W	19	24	16	19	14	30
YLR418C	27	30	22	20	28	33
YLR419W	41	42	23	26	32	45
tL(UAA)L	0	0	0	0	0	0
YLR420W	31	25	30	22	27	28
YLR421C	22	23	21	27	36	30
YLR422W	34	44	42	44	36	57
YLR423C	12	17	14	20	18	29
YLR424W	15	23	13	18	13	19
tN(GUU)L	0	0	0	0	0	0
YLR425W	27	19	22	22	15	23
YLR426W	13	8	16	8	13	17
YLR427W	30	35	31	35	36	43
YLR428C	0	0	0	0	0	0
YLR429W	65	66	44	28	39	54
YLR430W	29	57	41	38	44	55
YLR431C	25	27	30	35	46	37
YLR432W	39	47	32	14	18	28
YLR433C	30	34	23	14	27	41
YLR434C	2	0	1	1	0	2
YLR435W	8	9	9	12	5	8
YLR436C	64	70	59	46	55	65
YLR437C	12	17	9	21	13	16
YLR437C-A	0	0	0	0	0	0
YLR438W	11	19	19	26	44	40
YLR438C-A	18	19	14	14	19	20
YLR439W	49	43	53	23	15	17
YLR440C	24	31	14	19	27	34
YLR441C	68	78	57	62	53	78
YLR442C	40	47	25	29	22	32
YLR443W	17	14	15	19	14	15
YLR444C	0	0	0	0	0	0
YLR445W	0	0	1	0	0	1
YLR446W	9	12	9	15	12	16
YLR447C	53	56	46	51	52	52
YLR448W	29	30	26	30	30	51
YLR449W	33	28	21	13	16	22
YLR450W	23	40	23	66	61	81
YLR451W	29	31	24	20	26	41
YLR452C	70	65	36	19	17	25
YLR453C	13	10	11	5	13	21
YLR454W	55	46	44	77	60	104
tI(AAU)L2	0	0	0	0	0	0
YLR455W	24	23	16	17	18	23
YLR456W	9	4	7	6	8	9
YLR457C	9	6	13	10	3	11
YLR458W	0	0	1	0	1	1
YLR459W	26	25	24	22	22	29
YLR460C	3	3	3	3	2	6
YLR461W	0	0	0	0	0	0
YLR462W	0	0	0	0	0	0
YLR463C	0	0	0	0	0	0
YLR464W	0	0	0	0	0	0
YLR465C	0	0	0	0	0	0
YLR466W	0	0	0	0	0	0
YLR466C-A	0	0	0	0	0	0
YLR466C-B	0	0	0	0	1	0
YLR467W	0	0	0	0	0	0
YLR467C-A	0	0	0	0	0	0
YML133C	0	0	0	0	0	0
YML133W-B	0	0	0	0	0	0
YML133W-A	0	0	0	0	0	0
YML132W	0	0	0	0	0	0
YML131W	49	72	54	105	112	112
YML130C	35	40	19	17	17	41
YML129C	14	17	21	8	9	14
YML128C	62	65	57	141	151	184
YML127W	25	44	41	24	35	44
YML126C	64	71	85	82	104	88
YML125C	13	36	16	21	18	29
YML124C	51	60	56	36	28	26
YML123C	17	13	28	11	13	19
YML122C	7	8	12	2	0	5
YML121W	23	31	22	20	30	43
YML120C	102	128	124	84	78	84
YML119W	14	22	18	27	20	22
YML118W	2	6	2	5	5	9
YML117W	52	58	64	54	54	63
YML116W-A	1	2	2	1	0	0
YML116W	28	40	16	14	16	31
YML115C	45	36	41	33	23	43
YML114C	21	19	20	11	18	18
YML113W	13	12	10	5	8	14
YML112W	8	14	13	6	5	17
YML111W	36	40	29	24	20	38
YML110C	40	58	47	44	46	55
YML109W	25	43	31	25	24	24
YML108W	8	9	3	2	5	11
YML107C	16	20	11	19	9	16
YML106W	37	55	49	29	29	45
YML105C	32	35	30	30	21	30
YML104C	32	56	32	27	34	42
YML103C	53	65	59	53	48	70
snR85	0	1	0	0	0	0
YML102W	16	15	16	13	21	18
YML101C-A	0	0	0	0	0	0
YML101C	2	5	12	12	12	12
YML100W-A	0	0	1	1	0	1
YML100W	55	68	67	111	121	149
YML099W-A	0	0	0	0	1	0
YML099C	28	31	22	13	13	29
YML098W	26	18	16	15	24	30
YML097C	31	27	28	15	14	23
YML096W	21	24	24	9	11	14
YML095C	6	11	7	7	2	10
YML094C-A	0	0	0	0	0	0
YML094W	6	7	6	6	6	9
YML093W	41	37	19	23	23	42
YML092C	35	50	35	61	40	51
YML091C	151	182	108	116	101	114
YML090W	5	5	5	3	7	3
YML089C	2	0	2	3	3	4
YML088W	24	35	31	24	28	45
YML087C	41	45	35	11	5	15
YML086C	43	52	46	43	33	66
YML085C	69	81	78	50	51	43
YML084W	0	0	0	0	0	0
YML083C	3	4	1	1	2	2
YML082W	17	18	15	14	13	10
YML081C-A	10	20	17	16	14	18
YML081W	47	61	38	38	31	37
YML080W	14	27	9	11	16	21
YML079W	18	35	24	22	20	29
YML078W	25	48	43	29	31	24
YML077W	19	9	15	7	6	9
YML076C	21	37	29	21	22	32
YML075C	85	118	103	153	136	173
YML074C	51	62	51	32	44	60
YML073C	34	42	28	31	39	37
YML072C	85	90	63	98	78	122
YML071C	27	40	39	23	28	36
tR(UCU)M2	0	0	0	0	0	0
YML070W	39	58	49	64	42	71
YML069W	52	67	64	58	56	58
YML068W	9	21	19	10	18	23
YML067C	23	32	30	23	15	37
YML066C	4	9	6	2	3	7
YML065W	43	47	27	26	38	46
YML064C	12	12	11	15	7	13
YML063W	70	57	55	55	33	53
YML062C	27	19	19	28	19	28
YML061C	38	42	38	24	21	20
YML060W	8	11	7	5	5	10
YML059C	32	28	28	15	16	17
YML058W-A	0	1	0	0	2	0
YML058W	21	27	23	23	17	22
YML057C-A	1	0	0	1	0	0
YML057W	30	40	33	20	24	45
YML056C	16	23	19	6	7	14
snR54	0	0	0	0	0	0
YML055W	29	23	13	14	7	19
YML054C	45	55	74	196	165	170
YML054C-A	0	1	0	1	1	1
tY(GUA)M1	0	0	0	0	0	0
YML053C	22	26	33	33	22	32
YML052W	41	38	46	43	35	23
YML051W	21	13	22	4	11	14
YML050W	24	28	23	7	16	18
YML049C	45	55	29	53	46	44
YML048W	66	75	59	67	64	69
YML047W-A	0	0	1	0	0	1
YML047C	2	1	0	0	0	0
YML046W	25	23	17	19	20	26
tG(GCC)M	0	0	0	0	0	0
YML045W	0	0	0	0	0	0
YML045W-A	0	0	0	0	0	0
YML043C	10	5	7	3	2	8
YML042W	20	27	63	158	134	121
YML041C	8	19	14	15	9	19
tP(UGG)M	0	0	0	0	0	0
YML039W	0	0	0	0	0	0
YML040W	0	0	0	0	0	0
YML038C	26	22	20	21	14	28
YML037C	7	4	5	3	3	3
YML036W	8	13	9	12	10	10
YML035C	37	43	36	20	25	33
YML034C-A	0	0	2	0	1	0
YML034W	38	42	43	49	55	72
YML032C	35	27	27	38	25	46
YML031C-A	0	0	0	0	0	0
YML031W	28	39	30	31	17	25
YML030W	24	27	33	27	31	28
YML029W	35	39	40	25	33	65
YML028W	45	56	67	56	50	60
YML027W	34	29	26	11	11	16
YML026C	45	43	42	37	41	44
YML025C	34	36	38	14	17	24
YML024W	30	30	26	21	24	27
YML023C	20	23	17	9	23	20
YML022W	28	40	20	15	19	38
YML021C	13	21	15	9	10	12
YML020W	18	22	21	19	20	34
YML019W	18	23	21	13	26	28
YML018C	34	38	25	25	22	37
YML017W	19	38	23	16	22	26
YML016C	41	42	41	28	36	39
YML015C	28	23	15	34	16	29
YML014W	9	15	13	6	12	15
YML013W	23	35	25	27	33	35
YML012C-A	0	0	0	1	0	0
YML012W	36	47	49	40	57	56
YML011C	8	10	10	13	7	8
YML010W	53	69	73	55	57	61
YML009W-B	0	0	0	0	0	0
YML009C-A	0	1	0	0	0	2
YML009C	8	22	13	4	13	8
YML008C	54	81	85	100	96	111
YML007C-A	0	1	0	1	0	0
YML007W	75	88	90	95	106	130
YML006C	13	20	23	8	13	23
tS(AGA)M	0	0	0	0	0	0
YML005W	9	22	16	11	18	28
YML004C	49	43	38	52	79	90
YML003W	5	3	3	7	9	10
YML002W	16	34	18	27	26	40
YML001W	32	33	26	25	36	33
YMR001C	19	35	29	54	27	21
YMR001C-A	0	1	1	0	1	0
YMR002W	45	44	49	40	38	49
YMR003W	25	19	25	9	6	12
YMR004W	36	34	34	32	26	28
YMR005W	30	35	38	34	28	27
YMR006C	52	73	80	85	83	88
YMR007W	2	1	1	5	2	3
YMR008C	46	63	48	48	65	92
YMR009W	20	29	28	35	31	38
YMR010W	22	30	16	14	8	17
YMR011W	31	20	23	76	57	65
tE(UUC)M	0	0	0	0	0	0
YMR012W	162	181	145	84	59	93
YMR013C	23	24	24	10	17	31
YMR013C-A	0	0	0	0	0	0
snR78	0	0	0	0	1	2
snR77	0	1	0	1	0	0
snR76	1	0	0	0	0	1
snR75	0	0	0	0	0	1
snR74	0	0	0	0	0	1
snR73	0	0	0	0	0	0
YMR013W-A	0	0	0	0	0	0
snR72	0	1	1	0	0	1
YMR014W	25	36	27	33	23	33
YMR015C	67	104	105	87	94	98
YMR016C	54	57	56	19	17	23
YMR017W	6	2	3	11	12	11
YMR018W	3	6	1	34	35	20
YMR019W	45	42	34	37	23	62
YMR020W	22	27	31	20	22	33
YMR021C	23	30	19	16	14	22
YMR022W	12	17	12	15	18	23
YMR023C	19	24	22	14	3	11
tA(AGC)M1	0	0	0	0	0	0
YMR024W	55	64	48	20	15	24
YMR025W	9	11	8	7	7	22
YMR026C	29	19	29	20	22	35
YMR027W	46	54	64	64	57	72
YMR028W	22	35	13	19	12	18
YMR029C	35	37	49	40	52	62
YMR030W	19	17	19	30	31	32
YMR031C	58	86	76	149	147	153
YMR031W-A	1	0	1	0	2	1
YMR032W	5	6	10	60	21	18
YMR030W-A	1	0	1	4	2	0
YMR033W	43	35	42	22	22	43
YMR034C	18	11	14	29	31	54
YMR035W	15	12	10	12	10	22
YMR036C	14	15	19	37	41	50
YMR037C	45	37	54	40	32	49
YMR038C	27	21	25	16	24	36
YMR039C	40	36	39	29	24	49
YMR040W	4	0	3	3	4	8
YMR041C	16	20	25	19	28	48
tF(GAA)M	0	0	0	0	0	0
YMR042W	12	11	13	5	7	17
YMR043W	26	31	27	33	43	41
YMR044W	25	32	37	27	22	34
YMR045C	0	0	0	0	0	0
YMR046C	0	0	0	0	0	0
YMR046W-A	0	0	0	0	0	0
tH(GUG)M	0	0	0	0	0	0
YMR047C	64	53	53	52	45	62
YMR048W	32	23	19	9	9	17
YMR049C	21	27	22	12	14	25
tV(AAC)M1	0	0	0	0	0	0
YMR050C	0	0	0	0	0	0
YMR051C	0	0	0	0	0	0
tW(CCA)M	0	0	0	0	0	0
YMR052W	5	6	6	8	2	10
YMR052C-A	0	0	1	1	0	0
YMR053C	13	12	10	32	27	40
YMR054W	54	70	49	55	31	43
YMR055C	10	10	4	13	7	12
YMR056C	23	37	23	21	26	35
YMR057C	0	1	1	2	1	4
YMR058W	37	35	38	10	8	20
YMR059W	5	4	2	4	5	11
YMR060C	25	36	22	15	11	25
YMR061W	45	42	37	36	37	54
YMR062C	61	64	50	42	48	56
YMR063W	2	9	7	6	2	5
YMR064W	22	16	23	22	17	27
YMR065W	17	15	13	10	8	11
YMR066W	29	31	19	22	14	27
YMR067C	30	31	30	28	23	31
YMR068W	9	10	11	14	21	22
YMR069W	1	2	2	3	2	3
YMR070W	24	42	39	37	30	37
YMR071C	20	19	10	16	7	16
YMR072W	50	46	36	36	33	38
YMR073C	19	17	13	19	8	17
YMR074C	15	18	13	17	11	20
YMR075W	23	19	17	15	24	22
YMR075C-A	1	0	0	2	0	0
YMR076C	78	73	51	38	26	48
tV(AAC)M2	0	0	0	0	0	0
YMR077C	18	18	17	8	15	25
YMR078C	37	40	31	13	14	17
YMR079W	35	26	28	29	30	48
YMR080C	49	61	46	54	56	74
YMR081C	37	40	53	50	47	66
YMR082C	0	0	0	0	1	0
YMR083W	61	88	81	42	43	61
YMR084W	5	7	4	9	4	10
YMR085W	10	6	10	13	11	21
YMR086W	42	52	45	42	52	57
YMR086C-A	2	0	2	1	0	1
YMR087W	11	10	17	6	7	20
YMR088C	46	48	45	28	23	40
YMR089C	82	88	80	67	55	78
YMR090W	18	20	21	42	46	53
YMR091C	22	34	32	23	19	27
YMR092C	56	52	49	51	57	81
YMR093W	24	19	16	11	7	16
YMR094W	10	13	7	3	7	8
YMR095C	6	12	9	8	7	11
YMR096W	27	38	18	24	19	39
YMR097C	23	32	20	27	13	23
YMR098C	45	45	49	27	24	30
tD(GUC)M	0	0	0	0	0	0
YMR099C	46	45	37	48	43	55
YMR100W	29	28	28	35	37	72
YMR101C	2	3	1	1	3	5
YMR102C	20	21	20	21	17	35
YMR103C	8	13	9	11	21	17
YMR104C	33	43	27	64	51	72
YMR105C	52	59	64	102	113	138
YMR105W-A	0	3	0	0	0	3
YMR106C	10	14	5	6	14	17
tK(CUU)M	0	0	0	0	0	0
YMR107W	16	5	13	47	48	48
YMR108W	131	130	130	80	91	128
YMR109W	49	64	44	52	44	58
YMR110C	63	82	55	99	124	133
YMR111C	18	17	15	16	11	16
YMR112C	6	11	5	7	8	15
YMR113W	23	22	29	17	20	17
YMR114C	23	25	23	52	33	55
YMR115W	39	36	36	27	32	39
YMR116C	72	92	70	61	76	90
snR24	0	1	0	0	1	0
YMR117C	13	10	14	5	6	19
YMR118C	13	14	6	16	37	40
tL(CAA)M	0	0	0	0	0	0
YMR119W	31	31	33	30	22	43
YMR119W-A	3	2	1	2	3	2
YMR120C	110	134	110	31	40	64
YMR121C	20	15	8	14	20	24
YMR122C	4	4	1	4	2	6
YMR122W-A	34	41	20	18	34	32
YMR123W	17	15	11	11	12	14
YMR124W	33	40	38	23	34	40
YMR125W	65	94	56	77	84	106
YMR126C	10	12	14	9	6	12
YMR127C	17	18	14	13	14	16
YMR128W	16	26	19	14	21	32
YMR129W	43	42	42	27	26	31
YMR130W	31	36	17	32	19	21
YMR131C	42	47	32	27	35	38
YMR132C	12	14	6	5	1	10
YMR133W	4	9	9	5	6	12
YMR134W	17	22	20	10	7	20
YMR135C	25	28	32	40	39	67
YMR135W-A	0	0	0	0	0	0
